Threshold,Precision,Recall,F1,F2,False Negatives,True Positives,False Positives,True Negatives
0.00015336441,0.0683982683982684,0.9518072289156626,0.12762520193861066,0.265635507733692,4,79,1076,94
0.00015383147,0.0684575389948007,0.9518072289156626,0.12772837510105092,0.265814266487214,4,79,1075,95
0.00015439959,0.06851691240242845,0.9518072289156626,0.127831715210356,0.265993265993266,4,79,1074,96
0.00015541227,0.0685763888888889,0.9518072289156626,0.12793522267206478,0.2661725067385445,4,79,1073,97
0.00015613607,0.0686359687228497,0.9518072289156626,0.1280388978930308,0.2663519892110587,4,79,1072,98
0.00015813421,0.06869565217391305,0.9518072289156626,0.1281427412814274,0.26653171390013497,4,79,1071,99
0.00015875515,0.06875543951261967,0.9518072289156626,0.12824675324675325,0.2667116812964213,4,79,1070,100
0.00016009287,0.06881533101045297,0.9518072289156626,0.12835093419983754,0.2668918918918919,4,79,1069,101
0.00016143416,0.06887532693984307,0.9518072289156626,0.12845528455284552,0.26707234617985126,4,79,1068,102
0.00016602833,0.06893542757417102,0.9518072289156626,0.12855980471928397,0.2672530446549391,4,79,1067,103
0.00016684739,0.06899563318777292,0.9518072289156626,0.12866449511400652,0.2674339878131347,4,79,1066,104
0.00016832807,0.06905594405594405,0.9518072289156626,0.12876935615321924,0.2676151761517615,4,79,1065,105
0.00017125446,0.06911636045494313,0.9518072289156626,0.12887438825448613,0.2677966101694915,4,79,1064,106
0.00017220205,0.0691768826619965,0.9518072289156626,0.12897959183673469,0.26797829036635007,4,79,1063,107
0.00017297057,0.06923751095530237,0.9518072289156626,0.12908496732026145,0.2681602172437203,4,79,1062,108
0.00017373603,0.06929824561403508,0.9518072289156626,0.12919051512673754,0.26834239130434784,4,79,1061,109
0.00017531845,0.0684811237928007,0.9397590361445783,0.1276595744680851,0.26512576478586,5,78,1061,109
0.00017576736,0.06854130052724078,0.9397590361445783,0.12776412776412777,0.2653061224489796,5,78,1060,110
0.00017657787,0.06860158311345646,0.9397590361445783,0.12786885245901639,0.26548672566371684,5,78,1059,111
0.00017685995,0.06866197183098592,0.9397590361445783,0.1279737489745693,0.2656675749318801,5,78,1058,112
0.00017778632,0.06872246696035242,0.9397590361445783,0.12807881773399016,0.2658486707566462,5,78,1057,113
0.00017815916,0.06878306878306878,0.9397590361445783,0.12818405916187345,0.2660300136425648,5,78,1056,114
0.00017892061,0.06884377758164166,0.9397590361445783,0.12828947368421054,0.26621160409556316,5,78,1055,115
0.00017901175,0.06890459363957598,0.9397590361445783,0.12839506172839507,0.26639344262295084,5,78,1054,116
